ISIN,Company_Name,BSE_Symbol,NSE_Symbol,Security Code,Face_Value,ON_BSE,ON_NSE
IN90GGO01013,KRISHIVAL FOODS Ltd,KRISHPP,N/A,890232.0,10.0,1,0
IN90NN701011,Allcargo Terminals Ltd,ATLPP,N/A,890228.0,2.0,1,0
IN9161F01019,ANIRIT VENTURES Ltd,ANIRITPP,N/A,890231.0,10.0,1,0
IN9170U01035,Suraj Industries Ltd,SURAJINDPP,N/A,890226.0,10.0,1,0
IN9175A01010,Jain Irrigation Systems Limited,JISLDVREQS,JISLDVREQS,570004.0,2.0,1,1
IN9237C01014,KATI PATANG LIFESTYLE Ltd,PATANGPP,N/A,890220.0,10.0,1,0
IN9273A01047,Aplab Ltd,APLABPP,N/A,890217.0,10.0,1,0
IN9428B01029,PVV Infra Ltd,PVVIPP,N/A,890233.0,5.0,1,0
IN9564C01011,Yarn Syndicate Ltd,YARNPP,N/A,890197.0,10.0,1,0
IN9572J01019,Spandana Sphoorty Financial Ltd,SSFLPP,N/A,890221.0,10.0,1,0
IN9623B01058,Future Enterprises Limited,FELDVR,FELDVR,570002.0,2.0,1,1
IN9624Z01022,SOLARA ACTIVE PHARMA SCIENCES Ltd,SOLARAPP1,N/A,890202.0,10.0,1,0
IN9849B01026,Ace Software Exports ltd,ACESEPP,N/A,890230.0,10.0,1,0
INE001B01026,KRBL Limited,KRBL,KRBL,530813.0,1.0,1,1
INE001E01012,Premco Global Ltd,PREMCO,N/A,530331.0,10.0,1,0
INE001F01019,Modern Steels Ltd,MDRNSTL,N/A,513303.0,10.0,1,0
INE001O01029,Risa International Ltd,RISAINTL,N/A,530251.0,2.0,1,0
INE002A01018,Reliance Industries Limited,RELIANCE,RELIANCE,500325.0,10.0,1,1
INE002B01016,Madala Holdings Ltd,MADALA,N/A,532344.0,10.0,1,0
INE002E01010,SAR Auto Products Ltd,SAPL,N/A,538992.0,10.0,1,0
INE002L01015,SJVN Limited,SJVN,SJVN,533206.0,10.0,1,1
INE002S01010,Mahanagar Gas Limited,MGL,MGL,539957.0,10.0,1,1
INE003A01024,Siemens Limited,SIEMENS,SIEMENS,500550.0,2.0,1,1
INE003B01014,Inter State Oil Carrier Ltd,INTSTOIL,N/A,530259.0,10.0,1,0
INE003F01015,Muller & Phipps India Ltd,MULLER,N/A,501477.0,10.0,1,0
INE004A01022,Protean eGov Technologies Limited,PROTEAN,PROTEAN,544021.0,10.0,1,1
INE004C01028,Gujarat Cotex Ltd,GUJCOTEX,N/A,514386.0,5.0,1,0
INE004Z01011,Mac Hotels Ltd,MACH,N/A,541973.0,10.0,1,0
INE005B01027,Avantel Limited,AVANTEL,AVANTEL,532406.0,2.0,1,1
INE005C01017,RTS Power Corporation Ltd,RTSPOWR,N/A,531215.0,10.0,1,0
INE005E01013,Ekansh Concepts Ltd,EKANSH,N/A,531364.0,10.0,1,0
INE005G01026,Deep Diamond India Ltd,DDIL,N/A,539559.0,1.0,1,0
INE005I01014,AMD Industries Limited,AMDIND,AMDIND,532828.0,10.0,1,1
INE006C01015,KZ Leasing & Finance Ltd,KZLFIN,N/A,511728.0,10.0,1,0
INE006F01018,NB Footwear Ltd,NBFOOT,N/A,523242.0,10.0,1,0
INE006I01046,Astral Limited,ASTRAL,ASTRAL,532830.0,1.0,1,1
INE006Z01016,Arvee Laboratories (India) Limited,N/A,ARVEE,N/A,10.0,0,1
INE007A01025,CRISIL Limited,CRISIL,CRISIL,500092.0,1.0,1,1
INE007B01023,Geojit Financial Services Limited,GEOJITFSL,GEOJITFSL,532285.0,1.0,1,1
INE007C01021,Indrayani Biotech Ltd,INDRANIB,N/A,526445.0,10.0,1,0
INE007G01014,Mahasagar Travels Ltd,MHSGRMS,N/A,526795.0,10.0,1,0
INE007N01010,Fedbank Financial Services Limited,FEDFINA,FEDFINA,544027.0,10.0,1,1
INE008A01015,IDBI Bank Limited,IDBI,IDBI,500116.0,10.0,1,1
INE008B01013,Aimco Pesticides Ltd,AIMCOPEST,N/A,524288.0,10.0,1,0
INE008C01011,Royale Manor Hotels & Industries Ltd,RAYALEMA,N/A,526640.0,10.0,1,0
INE008N01018,Tirth Plastic Ltd,TIRTPLS,N/A,526675.0,10.0,1,0
INE009A01021,Infosys Limited,INFY,INFY,500209.0,5.0,1,1
INE009C01019,Sri KPR Industries Ltd,SRIKPRIND,N/A,514442.0,10.0,1,0
INE009U01011,Ghushine Fintrrade Ocean Ltd,GHUSHINE,N/A,539864.0,10.0,1,0
INE00CA01015,TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA,542233.0,10.0,1,1
INE00CE01017,Shree Vasu Logistics Limited,N/A,SVLL,N/A,10.0,0,1
INE00CX01017,Mahip Industries Ltd,MAHIP,N/A,542503.0,10.0,1,0
INE00E101023,Bikaji Foods International Limited,BIKAJI,BIKAJI,543653.0,1.0,1,1
INE00EM01016,Megastar Foods Limited,MEGASTAR,MEGASTAR,541352.0,10.0,1,1
INE00EV01017,Hariom Pipe Industries Limited,HARIOMPIPE,HARIOMPIPE,543517.0,10.0,1,1
INE00F201020,Prudent Corporate Advisory Services Limited,PRUDENT,PRUDENT,543527.0,5.0,1,1
INE00FF01025,Acutaas Chemicals Limited,ACUTAAS,ACUTAAS,543349.0,5.0,1,1
INE00FM01013,B&A Packaging India Ltd,BAPACK,N/A,523186.0,10.0,1,0
INE00GK01023,Yash Highvoltage Ltd,YASHHV,N/A,544310.0,5.0,1,0
INE00H001014,Swiggy Limited,SWIGGY,SWIGGY,544285.0,1.0,1,1
INE00HZ01011,BN Agrochem Ltd,BNAGROCHEM,N/A,526125.0,10.0,1,0
INE00IK01029,ShreeOswal Seeds And Chemicals Limited,N/A,OSWALSEEDS,N/A,2.0,0,1
INE00IN01015,Stove Kraft Limited,STOVEKRAFT,STOVEKRAFT,543260.0,10.0,1,1
INE00IY01012,Deep Polymers Ltd,DEEP,N/A,541778.0,10.0,1,0
INE00KV01022,Rajnandini Metal Limited,N/A,RAJMET,N/A,1.0,0,1
INE00LM01029,SONAM LIMITED,N/A,SONAMLTD,N/A,5.0,0,1
INE00LO01017,Craftsman Automation Limited,CRAFTSMAN,CRAFTSMAN,543276.0,5.0,1,1
INE00M201021,Sterling and Wilson Renewable Energy Limited,SWSOLAR,SWSOLAR,542760.0,1.0,1,1
INE00M901018,Interarch Building Solutions Limited,INTERARCH,INTERARCH,544232.0,10.0,1,1
INE00OQ01016,Dharmaj Crop Guard Limited,DHARMAJ,DHARMAJ,543687.0,10.0,1,1
INE00PV01013,Ahlada Engineers Limited,N/A,AHLADA,N/A,10.0,0,1
INE00Q601028,Studds Accessories Limited,STUDDS,STUDDS,544599.0,5.0,1,1
INE00Q901014,S. M. Gold Ltd,SMGOLD,N/A,542034.0,10.0,1,0
INE00QT01015,Synergy Green Industries Limited,SGIL,SGIL,541929.0,10.0,1,1
INE00R701025,Dalmia Bharat Limited,DALBHARAT,DALBHARAT,542216.0,2.0,1,1
INE00RL01028,Highway Infrastructure Limited,HILINFRA,HILINFRA,544477.0,5.0,1,1
INE00S901012,Nila Spaces Limited,NILASPACES,NILASPACES,542231.0,1.0,1,1
INE00ST01011,B.R.Goyal Infrastructure Ltd,BRGIL,N/A,544335.0,10.0,1,0
INE00SW01015,BCPL Railway Infrastructure Ltd,BCPL,N/A,542057.0,10.0,1,0
INE00SY01011,Supershakti Metaliks Ltd,SUPERSHAKT,N/A,541701.0,10.0,1,0
INE00TV01023,Sudarshan Pharma Industries Ltd,SUDARSHAN,N/A,543828.0,1.0,1,0
INE00U401027,Unicommerce Esolutions Limited,UNIECOM,UNIECOM,544227.0,1.0,1,1
INE00VM01036,Manorama Industries Limited,MANORAMA,MANORAMA,541974.0,2.0,1,1
INE00WC01027,Affle 3i Limited,AFFLE,AFFLE,542752.0,2.0,1,1
INE00WY01013,Raconteur Global Resources Ltd,RACONTEUR,N/A,541703.0,10.0,1,0
INE00XB01019,SEDEMAC Mechatronics Limited,SEDEMAC,SEDEMAC,544723.0,10.0,1,1
INE00Y201027,Flair Writing Industries Limited,FLAIR,FLAIR,544030.0,5.0,1,1
INE00Y801016,Akg Exim Limited,N/A,AKG,N/A,10.0,0,1
INE00YB01025,A B Infrabuild Limited,ABINFRA,ABINFRA,544281.0,1.0,1,1
INE00YJ01010,Jaro Institute of Technology Management and Research Limited,JARO,JARO,544534.0,10.0,1,1
INE00Z501029,Kritika Wires Limited,N/A,KRITIKA,N/A,2.0,0,1
INE00ZE01026,Abans Financial Services Limited,AFSL,AFSL,543712.0,2.0,1,1
INE010601016,Entero Healthcare Solutions Limited,ENTERO,ENTERO,544122.0,10.0,1,1
INE010A01011,Prism Johnson Limited,PRSMJOHNSN,PRSMJOHNSN,500338.0,10.0,1,1
INE010B01027,Zydus Lifesciences Limited,ZYDUSLIFE,ZYDUSLIFE,532321.0,1.0,1,1
INE010C01025,Swiss Military Consumer Goods Ltd,SWISSMLTRY,N/A,523558.0,2.0,1,0
INE010J01012,Tejas Networks Limited,TEJASNET,TEJASNET,540595.0,10.0,1,1
INE010R01023,Ultracab (India) Ltd,ULTRACAB,N/A,538706.0,2.0,1,0
INE010V01017,L&T Technology Services Limited,LTTS,LTTS,540115.0,2.0,1,1
INE011B01017,Clio Infotech Ltd,CLIOINFO,N/A,530839.0,10.0,1,0
INE011D01013,Shervani Industrial Syndicate Ltd,SHERVANI,N/A,526117.0,10.0,1,0
INE011E01029,Balu Forge Industries Limited,BALUFORGE,BALUFORGE,531112.0,10.0,1,1
INE011K01018,Tega Industries Limited,TEGA,TEGA,543413.0,10.0,1,1
INE011R01013,Atishay Ltd,ATISHAY,N/A,538713.0,10.0,1,0
INE012A01025,ACC Limited,ACC,ACC,500410.0,10.0,1,1
INE012E01035,Diana Tea Company Ltd,DIANATEA,N/A,530959.0,5.0,1,0
INE012Q01021,R&B Denims Limited,RNBDENIMS,RNBDENIMS,538119.0,2.0,1,1
INE013801027,Kshitij Polyline Limited,N/A,KSHITIJPOL,N/A,2.0,0,1
INE013E01017,Panasonic Carbon India Company Ltd,PANCARBON,N/A,508941.0,10.0,1,0
INE013J01016,Krishanveer Forge Ltd,KVFORGE,N/A,513369.0,10.0,1,0
INE013P01021,Onesource Specialty Pharma Limited,ONESOURCE,ONESOURCE,544292.0,1.0,1,1
INE013V01011,Shelter Pharma Ltd,SHELTER,N/A,543963.0,10.0,1,0
INE014B01011,TECIL Chemicals and Hydro Power Limited,TECILCHEM,TECILCHEM,506680.0,10.0,1,1
INE014E01015,Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,N/A,507598.0,10.0,1,0
INE015B01018,Wim Plast Ltd,WIMPLAST,N/A,526586.0,10.0,1,0
INE015C01016,Tinna Rubber and Infrastructure Limited,TINNARUBR,TINNARUBR,530475.0,10.0,1,1
INE015D01022,Manaksia Limited,MANAKSIA,MANAKSIA,532932.0,2.0,1,1
INE015E01012,Paragon Finance Ltd,PARAGONF,N/A,531255.0,10.0,1,0
INE015F01019,RSC International Ltd,RSCINT,N/A,530179.0,10.0,1,0
INE016A01026,Dabur India Limited,DABUR,DABUR,500096.0,1.0,1,1
INE016M01021,Diligent Media Corporation Limited,DNAMEDIA,DNAMEDIA,540789.0,1.0,1,1
INE016Q01014,Ceinsys Tech Limited,CEINSYS,CEINSYS,538734.0,10.0,1,1
INE016X01010,Aryan Share and Stock Brokers Ltd,ARYAN,N/A,542176.0,10.0,1,0
INE017A01032,The Great Eastern Shipping Company Limited,GESHIP,GESHIP,500620.0,10.0,1,1
INE017C01012,Kisan Mouldings Ltd,KISAN,N/A,530145.0,10.0,1,0
INE017E01018,Intec Capital Ltd,INTECCAP,N/A,526871.0,10.0,1,0
INE017I01027,Sera Investments & Finance India Ltd,SERA,N/A,512399.0,2.0,1,0
INE017P01014,Multipurpose Trading & Agencies Ltd,ZMULTIPU,N/A,504356.0,10.0,1,0
INE017W01010,Sarthak Metals Limited,SMLT,SMLT,540393.0,10.0,1,1
INE018401013,Suvidhaa Infoserve Limited,SUVIDHAA,SUVIDHAA,543281.0,1.0,1,1
INE018A01030,Larsen & Toubro Limited,LT,LT,500510.0,2.0,1,1
INE018E01016,SBI Cards and Payment Services Limited,SBICARD,SBICARD,543066.0,10.0,1,1
INE018S01016,Rita Finance and Leasing Ltd,RFLL,N/A,543256.0,10.0,1,0
INE019A01038,JSW Steel Limited,JSWSTEEL,JSWSTEEL,500228.0,1.0,1,1
INE019B01010,Transchem Ltd,TRANSCHEM,N/A,500422.0,10.0,1,0
INE019C01026,Himadri Speciality Chemical Limited,HSCL,HSCL,500184.0,1.0,1,1
INE019D01016,Mahaveer Infoway Ltd,MAHAVEER,N/A,539383.0,10.0,1,0
INE019J01013,Sastasundar Ventures Limited,SASTASUNDR,SASTASUNDR,533259.0,10.0,1,1
INE01A001028,Stanley Lifestyles Limited,STANLEY,STANLEY,544202.0,2.0,1,1
INE01A501027,Ranjeet Mechatronics Ltd,RANJEET,N/A,541945.0,5.0,1,0
INE01B501018,Add-Shop ERetail Ltd,ASRL,N/A,541865.0,10.0,1,0
INE01BK01022,Antony Waste Handling Cell Limited,AWHCL,AWHCL,543254.0,5.0,1,1
INE01BL01012,Northern Spirits Ltd,NSL,N/A,542628.0,10.0,1,0
INE01BT01015,Machhar Industries Ltd,MACIND,N/A,543934.0,10.0,1,0
INE01C001026,Aartech Solonics Limited,AARTECH,AARTECH,542580.0,5.0,1,1
INE01EA01019,Vishal Mega Mart Limited,VMM,VMM,544307.0,10.0,1,1
INE01EE01011,B&B Triplewall Containers Limited,BBTCL,BBTCL,543668.0,10.0,1,1
INE01EG01016,Ritco Logistics Limited,RITCO,RITCO,542383.0,10.0,1,1
INE01EO01010,Spectrum Electrical Industries Limited,SPECTRUM,SPECTRUM,544386.0,10.0,1,1
INE01FR01028,Baazar Style Retail Limited,STYLEBAAZA,STYLEBAAZA,544243.0,5.0,1,1
INE01GN01025,Iris Clothings Limited,N/A,IRISDOREME,N/A,2.0,0,1
INE01GR01018,Diksha Greens Ltd,DGL,N/A,542155.0,10.0,1,0
INE01GZ01011,Chandni Machines Ltd,CHANDNIMACH,N/A,542627.0,10.0,1,0
INE01II01013,Silgo Retail Limited,N/A,SILGO,N/A,10.0,0,1
INE01IU01018,SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,SKYGOLD,541967.0,10.0,1,1
INE01J501010,Shubham Polyspin Ltd,SHUBHAM,N/A,542019.0,10.0,1,0
INE01JE01028,Marine Electricals (India) Limited,N/A,MARINE,N/A,2.0,0,1
INE01K301012,Harish Textile Engineers Ltd,HARISH,N/A,542682.0,10.0,1,0
INE01KI01027,Vinny Overseas Limited,VINNY,VINNY,543670.0,1.0,1,1
INE01NE01012,Shankar Lal Rampal Dye-Chem Limited,SRD,SRD,542232.0,10.0,1,1
INE01P501012,Xelpmoc Design And Tech Limited,XELPMOC,XELPMOC,542367.0,10.0,1,1
INE01QM01018,eMudhra Limited,EMUDHRA,EMUDHRA,543533.0,5.0,1,1
INE01R501028,Vikran Engineering Limited,VIKRAN,VIKRAN,544496.0,1.0,1,1
INE01TL01014,Bombay Oxygen Investments Ltd,BOMOXY-B1,N/A,509470.0,100.0,1,0
INE01TY01017,Canara HSBC Life Insurance Company Limited,CANHLIFE,CANHLIFE,544583.0,10.0,1,1
INE020801028,Spencer's Retail Limited,SPENCERS,SPENCERS,542337.0,5.0,1,1
INE020B01018,REC Limited,RECLTD,RECLTD,532955.0,10.0,1,1
INE020D01022,Baid Finserv Limited,BAIDFIN,BAIDFIN,511724.0,2.0,1,1
INE020G01017,Inspirisys Solutions Limited,INSPIRISYS,INSPIRISYS,532774.0,10.0,1,1
INE020J01029,Gokul Refoils and Solvent Limited,GOKUL,GOKUL,532980.0,2.0,1,1
INE020S01012,Galaxy Bearings Ltd,GALXBRG,N/A,526073.0,10.0,1,0
INE021A01026,Asian Paints Limited,ASIANPAINT,ASIANPAINT,500820.0,1.0,1,1
INE021N01011,Arigato Universe Ltd,ARIGATO,N/A,530267.0,10.0,1,0
INE021O01019,Dodla Dairy Limited,DODLA,DODLA,543306.0,10.0,1,1
INE022C01012,Eurotex Industries and Exports Limited,EUROTEXIND,EUROTEXIND,521014.0,10.0,1,1
INE022I01019,Asian Granito India Limited,ASIANTILES,ASIANTILES,532888.0,10.0,1,1
INE022Q01020,Indian Energy Exchange Limited,IEX,IEX,540750.0,1.0,1,1
INE023A01030,Nalwa Sons Investments Limited,NSIL,NSIL,532256.0,10.0,1,1
INE023H01027,Nectar Lifesciences Limited,NECLIFE,NECLIFE,532649.0,1.0,1,1
INE023M01027,Setubandhan Infrastructure Limited,SETUINFRA,SETUINFRA,533605.0,1.0,1,1
INE023R01018,Ace Men Engg Works Ltd,ACEMEN,N/A,539661.0,10.0,1,0
INE024001021,Aeroflex Industries Limited,AEROFLEX,AEROFLEX,543972.0,2.0,1,1
INE024B01010,Joindre Capital Services Ltd,JOINDRE,N/A,531861.0,10.0,1,0
INE024D01016,Prudential Sugar Corporation Limited,PRUDMOULI,PRUDMOULI,500342.0,10.0,1,1
INE024F01011,Shilchar Technologies Limited,SHILCTECH,SHILCTECH,531201.0,10.0,1,1
INE024L01027,Gravita India Limited,GRAVITA,GRAVITA,533282.0,2.0,1,1
INE025A01027,Consolidated Finvest & Holdings Limited,N/A,CONSOFINVT,N/A,10.0,0,1
INE025B01025,Goldiam International Limited,GOLDIAM,GOLDIAM,526729.0,2.0,1,1
INE025D01013,Heera Ispat Ltd,HEERAISP,N/A,526967.0,10.0,1,0
INE025R01021,Artemis Medicare Services Limited,ARTEMISMED,ARTEMISMED,542919.0,1.0,1,1
INE026A01025,Gujarat State Fertilizers & Chemicals Limited,GSFC,GSFC,500690.0,2.0,1,1
INE026C01013,NDA Securities Ltd,NDASEC,N/A,511535.0,10.0,1,0
INE026D01011,Lotus Chocolate Company Ltd,LOTUSCHO,N/A,523475.0,10.0,1,0
INE026I01010,Bhagawati Oxygen Ltd,BHAGWOX,N/A,509449.0,10.0,1,0
INE026L01022,Tilak Ventures Ltd,TILAK,N/A,503663.0,1.0,1,0
INE027A01015,Rashtriya Chemicals and Fertilizers Limited,RCF,RCF,524230.0,10.0,1,1
INE027D01019,Nettlinx Ltd,NETTLINX,N/A,511658.0,10.0,1,0
INE027F01014,CMX Holdings Ltd,CMXLTD,N/A,532217.0,10.0,1,0
INE027H01010,Max Healthcare Institute Limited,MAXHEALTH,MAXHEALTH,543220.0,10.0,1,1
INE027S01017,Tirupati Finlease Ltd,TFLL,N/A,539488.0,10.0,1,0
INE027T01023,Rudra Global Infra Products Limited,RUDRA,RUDRA,539226.0,5.0,1,1
INE028A01039,Bank of Baroda,BANKBARODA,BANKBARODA,532134.0,2.0,1,1
INE029A01011,Bharat Petroleum Corporation Limited,BPCL,BPCL,500547.0,10.0,1,1
INE029B01019,COSYN Ltd,COSYN,N/A,538922.0,10.0,1,0
INE029H01016,Sujala Trading & Holdings Ltd,SUJALA,N/A,539117.0,10.0,1,0
INE029L01018,Kalyani Investment Company Limited,KICL,KICL,533302.0,10.0,1,1
INE02A801020,Rossari Biotech Limited,ROSSARI,ROSSARI,543213.0,2.0,1,1
INE02AP01013,Roni Households Ltd,RONI,N/A,542145.0,10.0,1,0
INE02AR01019,Anmol India Limited,ANMOL,ANMOL,542437.0,10.0,1,1
INE02BR01017,Classic Electricals Ltd,CLASELE,N/A,512213.0,10.0,1,0
INE02BV01019,Shikhar Leasing & Trading Ltd,SHIKHARLETR,N/A,507952.0,10.0,1,0
INE02C301011,Shah Construction Company Ltd,SHAHCON,N/A,509870.0,100.0,1,0
INE02EZ01022,Axita Cotton Limited,AXITA,AXITA,542285.0,1.0,1,1
INE02GA01012,Anand Rayons Ltd,ARL,N/A,542721.0,10.0,1,0
INE02H701025,Nova Agritech Limited,NOVAAGRI,NOVAAGRI,544100.0,2.0,1,1
INE02ID01020,Raymond Lifestyle Limited,RAYMONDLSL,RAYMONDLSL,544240.0,2.0,1,1
INE02IJ01035,Azad Engineering Limited,AZAD,AZAD,544061.0,2.0,1,1
INE02L001032,Borosil Scientific Limited,BOROSCI,BOROSCI,544184.0,1.0,1,1
INE02NC01014,Fino Payments Bank Limited,FINOPB,FINOPB,543386.0,10.0,1,1
INE02PC01027,Humming Bird Education Ltd,HBEL,N/A,542592.0,1.0,1,0
INE02PY01013,Borosil Limited,BOROLTD,BOROLTD,543212.0,1.0,1,1
INE02RE01045,Brainbees Solutions Limited,FIRSTCRY,FIRSTCRY,544226.0,2.0,1,1
INE02WG01024,Wonder Electricals Limited,WEL,WEL,543449.0,1.0,1,1
INE02XD01011,Hindustan Appliances Ltd,HINDAPL,N/A,531918.0,10.0,1,0
INE02YR01019,Electronics Mart India Limited,EMIL,EMIL,543626.0,10.0,1,1
INE02Z901011,Shiva Suitings Ltd,SHVSUIT,N/A,521003.0,10.0,1,0
INE02ZA01012,Springform Technology Ltd,SFTL,N/A,501479.0,10.0,1,0
INE02ZQ01018,CORONA Remedies Limited,CORONA,CORONA,544644.0,10.0,1,1
INE030A01027,Hindustan Unilever Limited,HINDUNILVR,HINDUNILVR,500696.0,1.0,1,1
INE030C01015,Ansal Buildwell Ltd,ANSALBU,N/A,523007.0,10.0,1,0
INE030P01017,Alacrity Securities Ltd,ALSL,N/A,535916.0,10.0,1,0
INE030Q01015,Emerald Finance Ltd,EMERALD,N/A,538882.0,10.0,1,0
INE030T01027,Tejnaksh Healthcare Ltd,TEJNAKSH,N/A,539428.0,5.0,1,0
INE030U01025,Khemani Distributors & Marketing Ltd,KDML,N/A,539788.0,5.0,1,0
INE031A01017,Housing & Urban Development Corporation Limited,HUDCO,HUDCO,540530.0,10.0,1,1
INE031B01049,Ajanta Pharma Limited,AJANTPHARM,AJANTPHARM,532331.0,2.0,1,1
INE031G01022,Optimus Finance Ltd,OPTIFIN,N/A,531254.0,1.0,1,0
INE032A01023,Bombay Dyeing & Mfg Company Limited,BOMDYEING,BOMDYEING,500020.0,2.0,1,1
INE032B01021,Prime Securities Limited,PRIMESECU,PRIMESECU,500337.0,5.0,1,1
INE032E01017,Aryaman Financial Services Ltd,ARYAMAN,N/A,530245.0,10.0,1,0
INE032Z01020,Bombay Super Hybrid Seeds Limited,N/A,BSHSL,N/A,1.0,0,1
INE033C01019,Elnet Technologies Ltd,ELNET,N/A,517477.0,10.0,1,0
INE033E01015,Mid East Portfolio Management Ltd,MIDEASTP,N/A,526251.0,10.0,1,0
INE034A01011,Arvind Limited,ARVIND,ARVIND,500101.0,10.0,1,1
INE034B01019,Gujarat Credit Corporation Ltd,GUJCRED,N/A,511441.0,10.0,1,0
INE034D01049,PTL Enterprises Limited,PTL,PTL,509220.0,1.0,1,1
INE034F01010,TCM Ltd,TCMLMTD,N/A,524156.0,10.0,1,0
INE034S01021,Arvind SmartSpaces Limited,ARVSMART,ARVSMART,539301.0,10.0,1,1
INE035801013,Aeroflex Neu Limited,AERONEU,AERONEU,543743.0,10.0,1,1
INE035D01020,Savita Oil Technologies Limited,SOTL,SOTL,524667.0,2.0,1,1
INE035S01028,POCL Enterprises Ltd,POEL,N/A,539195.0,2.0,1,0
INE036A01016,Reliance Infrastructure Limited,RELINFRA,RELINFRA,500390.0,10.0,1,1
INE036B01030,Gujarat Ambuja Exports Limited,GAEL,GAEL,524226.0,1.0,1,1
INE036D01028,Karur Vysya Bank Limited,KARURVYSYA,KARURVYSYA,590003.0,2.0,1,1
INE037A01022,Uniphos Enterprises Limited,UNIENTER,UNIENTER,500429.0,2.0,1,1
INE037B01020,Shardul Securities Ltd,SHARDUL,N/A,512393.0,2.0,1,0
INE037C01010,Phyto Chem India Ltd,PHYTO,N/A,524808.0,10.0,1,0
INE037Z01029,Concord Enviro Systems Limited,CEWATER,CEWATER,544315.0,5.0,1,1
INE038A01020,Hindalco Industries Limited,HINDALCO,HINDALCO,500440.0,1.0,1,1
INE038B01010,SVC INDUSTRIES Ltd,SVCIND,N/A,524488.0,10.0,1,0
INE038F01029,TV Today Network Limited,TVTODAY,TVTODAY,532515.0,5.0,1,1
INE038N01015,Integrated Thermoplastics Ltd,INTETHR,N/A,530921.0,10.0,1,0
INE039A01010,IFCI Limited,IFCI,IFCI,500106.0,10.0,1,1
INE039B01026,Cinevista Limited,CINEVISTA,CINEVISTA,532324.0,2.0,1,1
INE039C01032,Jamna Auto Industries Limited,JAMNAAUTO,JAMNAAUTO,520051.0,1.0,1,1
INE039D01014,Hypersoft Technologies Ltd,HYPERSOFT,N/A,539724.0,10.0,1,0
INE039O01029,Jash Engineering Limited,JASH,JASH,544402.0,2.0,1,1
INE03CC01015,Jubilant Agri and Consumer Products Limited,JUBLCPL,JUBLCPL,544355.0,10.0,1,1
INE03CM01014,Glaam Up Jwel Ltd,GLAAMUP,N/A,542477.0,10.0,1,0
INE03DD01011,JHS Svendgaard Retail Ventures Limited,RETAIL,RETAIL,544197.0,10.0,1,1
INE03EI01018,Max Estates Limited,MAXESTATES,MAXESTATES,544008.0,10.0,1,1
INE03HW01020,VL E-Governance & IT Solutions Limited,VLEGOV,VLEGOV,543958.0,10.0,1,1
INE03JI01017,Digicontent Limited,DGCONTENT,DGCONTENT,542685.0,2.0,1,1
INE03JT01014,Go Digit General Insurance Limited,GODIGIT,GODIGIT,544179.0,10.0,1,1
INE03NU01014,Brigade Hotel Ventures Limited,BRIGHOTEL,BRIGHOTEL,544457.0,10.0,1,1
INE03Q201024,Alivus Life Sciences Limited,ALIVUS,ALIVUS,543322.0,2.0,1,1
INE03QK01018,Cohance Lifesciences Limited,COHANCE,COHANCE,543064.0,1.0,1,1
INE03RS01027,DRC Systems India Limited,DRCSYSTEMS,DRCSYSTEMS,543268.0,1.0,1,1
INE03V001013,Universus Photo Imagings Limited,UNIVPHOTO,UNIVPHOTO,542933.0,10.0,1,1
INE03WT01017,Roopshri Resorts Ltd,ROOPSHRI,N/A,542599.0,10.0,1,0
INE03YM01018,Chemcon Speciality Chemicals Limited,CHEMCON,CHEMCON,543233.0,10.0,1,1
INE040A01034,HDFC Bank Limited,HDFCBANK,HDFCBANK,500180.0,1.0,1,1
INE040D01038,Mayur Uniquoters Ltd,MAYURUNIQ,MAYURUNIQ,522249.0,5.0,1,1
INE040F01033,Netlink Solutions India Ltd,NETLINK,N/A,509040.0,10.0,1,0
INE040H01021,Suzlon Energy Limited,SUZLON,SUZLON,532667.0,2.0,1,1
INE040M01013,Tree House Education & Accessories Limited,TREEHOUSE,TREEHOUSE,533540.0,10.0,1,1
INE041A01016,Dhampur Sugar Mills Limited,DHAMPURSUG,DHAMPURSUG,500119.0,10.0,1,1
INE041B01014,Asit C Mehta Financial Services Ltd,ASITCFIN,N/A,530723.0,10.0,1,0
INE042A01014,Escorts Kubota Limited,ESCORTS,ESCORTS,500495.0,10.0,1,1
INE042B01012,Groarc Industries India Ltd,GROARC,N/A,532315.0,10.0,1,0
INE042C01010,Alfa Ica India Ltd,ALFAICA,N/A,530973.0,10.0,1,0
INE043A01012,GTL Limited,GTL,GTL,500160.0,10.0,1,1
INE043B01028,Reganto Enterprises Ltd,REGANTO,N/A,517393.0,1.0,1,0
INE043C01018,IVP Limited,IVP,IVP,507580.0,10.0,1,1
INE043R01016,Jyot International Marketing Ltd,JYOTIN,N/A,542544.0,10.0,1,0
INE043U01010,CHD Chemicals Ltd,CHDCHEM,N/A,539800.0,10.0,1,0
INE043W01024,Vijaya Diagnostic Centre Limited,VIJAYA,VIJAYA,543350.0,1.0,1,1
INE044A01036,Sun Pharmaceutical Industries Limited,SUNPHARMA,SUNPHARMA,524715.0,1.0,1,1
INE044N01021,Emerald Leisures Ltd,EMERALL,N/A,507265.0,5.0,1,0
INE045601023,Paras Defence and Space Technologies Limited,PARAS,PARAS,543367.0,5.0,1,1
